gene_id	AB_1	AB_2	AB_3	P1_1	P1_2	P1_3
WBGene00000773	8452	12003	21255	5814	7423	15281
WBGene00000774	3979	7260	13286	4155	4686	12395
WBGene00000775	9	8	2	0	8	17
WBGene00000776	1	29	121	2	6	202
WBGene00000777	8975	11527	25126	15713	11385	25569
WBGene00000778	38	100	163	35	65	142
WBGene00000779	8	0	85	11	0	4
WBGene00000780	0	1	23	14	2	44
WBGene00000781	15	0	0	29	0	0
WBGene00000782	0	0	0	0	0	0
WBGene00000783	0	0	0	0	0	0
WBGene00000784	6	0	0	0	0	0
WBGene00000785	2	0	0	13	0	1
WBGene00000786	7	0	0	3	0	16
WBGene00000787	144	211	428	155	133	470
WBGene00000788	12	14	11	17	1	51
WBGene00000789	1	2	0	0	0	18
WBGene00000792	54	63	159	5	45	109
WBGene00000793	650	583	4667	788	212	2368
WBGene00000794	11308	16221	35271	8377	8880	22282
WBGene00000795	905	1341	2661	1226	942	2059
WBGene00000796	6400	9157	18486	1893	6202	16518
WBGene00000797	2528	4248	7126	2861	2757	5589
WBGene00000798	1076	1972	3280	1691	1164	2724
WBGene00000799	121	84	116	112	42	58
WBGene00000800	3697	3185	6631	2425	2028	5612
WBGene00000801	3	20	9	27	11	21
WBGene00000802	39755	45139	103176	36770	28907	86725
WBGene00000803	1843	2718	4456	1261	1909	4122
WBGene00000804	4007	4590	14425	7871	2855	10694
WBGene00000812	390	456	1420	292	305	1142
WBGene00000813	4217	5898	11168	1961	3747	8088
WBGene00000814	8112	11748	18755	2662	7163	14897
WBGene00000815	5920	8217	12799	3101	4986	9774
WBGene00000816	1204	1229	3475	628	725	2279
WBGene00000817	5095	6225	13286	6311	4316	9830
WBGene00000818	5139	7365	12628	3412	5042	9973
WBGene00000819	0	0	2	0	0	0
WBGene00000820	0	0	4	0	0	18
WBGene00000821	0	0	1	0	1	0
WBGene00000822	8	0	30	2	0	93
WBGene00000829	4550	5135	8500	4907	3470	8698
WBGene00000830	0	20	27	0	0	51
WBGene00000831	25	105	86	16	18	447
WBGene00000832	1011	1338	2391	857	781	1662
WBGene00000833	29788	34673	51567	27200	25022	45906
WBGene00000834	8085	9450	14714	3048	6164	13738
WBGene00000835	480	963	1777	924	538	1589
WBGene00000836	8187	8579	13128	4261	5311	11908
WBGene00000837	5226	5438	10966	2325	3604	9025
WBGene00000838	1246	1041	1970	1055	864	2793
WBGene00000839	2765	3893	5761	802	2469	4871
WBGene00000840	3856	5531	8470	1443	3566	6388
WBGene00000841	0	28	75	3	12	60
WBGene00000843	7864	11467	20934	10413	7436	16342
WBGene00000845	0	0	0	0	0	0
WBGene00000846	8179	10660	14998	4899	6478	12745
WBGene00000851	2	0	3	7	4	6
WBGene00000853	0	0	0	0	0	6
WBGene00000854	2247	4211	7927	667	2404	6347
WBGene00000857	52	103	315	41	59	250
WBGene00000858	0	38	47	0	0	30
WBGene00000859	0	0	0	0	0	0
WBGene00000860	0	0	0	0	0	0
WBGene00000861	0	0	0	0	0	0
WBGene00000862	20	73	88	17	41	90
WBGene00000863	5941	7897	11772	1405	2238	4850
WBGene00000864	0	1	2	0	1	0
WBGene00000865	57289	76108	110221	36333	50351	93705
WBGene00000866	7477	17828	24720	6063	11328	21291
WBGene00000867	13871	29099	40545	10748	19147	35619
WBGene00000868	108500	116251	189090	73333	73963	151567
WBGene00000869	2501	2880	5737	3576	2061	5065
WBGene00000870	822	774	1129	396	346	779
WBGene00000871	706	1049	1615	306	646	1484
WBGene00000872	3011	4942	7475	882	1512	3311
WBGene00000874	2953	2996	5595	1439	2101	5567
WBGene00000875	14993	21103	33361	9586	13015	28109
WBGene00000876	6752	10011	17799	3006	5633	13063
WBGene00000877	750	1062	2685	1600	784	2377
WBGene00000878	28	34	100	50	25	111
WBGene00000879	7883	9860	27717	14735	6250	20691
WBGene00000880	3940	6712	12562	1475	4380	10111
WBGene00000881	9953	15386	29811	15238	10617	23874
WBGene00000882	569	799	1737	737	445	954
WBGene00000883	22696	26905	89223	47433	17674	69960
WBGene00000884	3887	6499	10637	1507	2975	7295
WBGene00000885	2202	3168	5660	1410	1886	4975
WBGene00000886	2411	4125	7943	2324	2338	7054
WBGene00000887	2517	3074	6453	2776	1935	5089
WBGene00000888	1820	3208	6988	2932	2160	5981
WBGene00000889	2892	4005	9574	2825	2767	6477
WBGene00000890	4851	6653	11574	2531	3876	8317
WBGene00000891	3882	6240	10172	1866	4012	7912
WBGene00000892	288	496	2799	197	236	1650
WBGene00000893	4	7	3	0	5	1
WBGene00000894	6436	3890	7935	3724	2068	4237
WBGene00000895	0	0	0	0	0	14
WBGene00000896	6680	15505	20453	11483	11294	18233
WBGene00000897	5087	4252	6578	2218	2097	4944
WBGene00000898	901	1403	5026	553	707	2666
WBGene00000899	951	1328	1768	265	942	1974
WBGene00000900	3806	5006	6906	2077	2484	4860
WBGene00000901	1419	1571	2212	1372	908	2332
WBGene00000902	0	26	34	38	34	0
WBGene00000903	0	0	7	0	2	55
WBGene00000904	7	16	34	0	4	21
WBGene00000905	0	0	0	0	0	0
WBGene00000906	0	9	9	0	0	8
WBGene00000907	0	0	0	0	0	31
WBGene00000908	0	4	6	0	0	122
WBGene00000910	154	267	618	89	175	424
WBGene00000911	9357	11435	20172	2200	7455	18059
WBGene00000912	4865	5056	8080	3145	3204	8568
WBGene00000913	41460	52330	92539	12385	29411	68648
WBGene00000914	2491	2730	4129	1205	1693	3355
WBGene00000915	45838	56644	125397	58132	44427	123273
WBGene00000917	1242	2302	3770	1211	1490	3098
WBGene00000920	0	0	0	0	0	0
WBGene00000923	289	352	997	1000	483	1328
WBGene00000928	2	17	0	4	0	0
WBGene00000929	1356	1787	3424	1483	1162	2509
WBGene00000930	0	0	0	0	0	0
WBGene00000931	8644	11744	22894	5635	7684	20655
WBGene00000932	3	0	0	0	0	30
WBGene00000933	1025	1700	3657	892	1039	2716
WBGene00000934	0	2	7	0	0	1
WBGene00000935	20968	20549	32930	12505	13439	27640
WBGene00000936	0	13	2	0	6	40
WBGene00000937	1947	3786	5808	1175	2266	5323
WBGene00000938	1037	1555	4936	250	688	3027
WBGene00000939	7453	11521	16053	2176	7115	13000
WBGene00000940	1868	2813	4619	1892	1964	3870
WBGene00000941	602	1114	3127	1727	851	2810
WBGene00000942	134	158	256	103	28	119
WBGene00000950	0	2	11	0	3	16
WBGene00000951	0	0	0	0	0	34
WBGene00000952	2	0	0	1	0	0
WBGene00000953	17	5	20	0	11	39
WBGene00000955	0	0	0	0	0	52
WBGene00000958	0	1	0	0	0	1
WBGene00000959	417	575	841	468	474	953
WBGene00000960	78	66	261	51	51	193
WBGene00000961	182	317	299	319	124	598
WBGene00000962	19940	19556	30812	6692	10163	20688
WBGene00000963	1	7	13	1	0	39
WBGene00000964	4	76	63	2	14	48
WBGene00000965	4143	6014	8536	2611	3852	8003
WBGene00000966	1	0	1	0	13	36
WBGene00000967	29	55	59	62	17	247
WBGene00000968	0	12	18	0	3	54
WBGene00000969	35	70	147	83	34	149
WBGene00000970	3884	5492	9541	1352	2340	5448
WBGene00000971	0	0	0	0	0	14
WBGene00000972	3	2	8	1	1	0
WBGene00000973	417	739	1304	528	562	1731
WBGene00000974	475	802	1790	1140	644	1377
WBGene00000975	1113	1570	3342	1480	1050	2851
WBGene00000976	640	931	1383	857	726	1609
WBGene00000977	0	0	0	0	0	0
WBGene00000978	0	0	0	0	0	21
WBGene00000979	0	0	0	0	0	0
WBGene00000980	121	70	149	13	30	201
WBGene00000981	0	9	0	0	0	237
WBGene00000982	1161	1858	3063	1022	1146	2651
WBGene00000983	0	0	0	0	0	57
WBGene00000984	5	7	12	5	2	15
WBGene00000985	9213	14350	27388	6711	8292	17833
WBGene00000986	0	0	0	0	0	0
WBGene00000987	21	38	195	34	12	127
WBGene00000988	366	411	807	189	243	530
WBGene00000989	0	0	2	0	0	0
WBGene00000990	491	824	1374	647	511	1214
WBGene00000991	1	60	24	11	31	919
WBGene00000992	30	72	73	62	49	52
WBGene00000993	1798	2768	5227	1590	1787	3673
WBGene00000994	3645	4362	6254	847	2627	4442
WBGene00000995	2480	2624	3532	1137	1300	3068
WBGene00000996	6062	7284	12716	4834	4214	8669
WBGene00000998	0	20	143	0	0	51
WBGene00001000	366	338	906	191	222	933
WBGene00001001	8518	13958	20259	3134	7986	15907
WBGene00001002	6674	8664	16022	4079	5572	13428
WBGene00001005	16157	20658	37087	24814	13507	31837
WBGene00001006	1841	1366	2542	1085	1108	3342
WBGene00001007	5397	7537	13867	3829	4222	9157
WBGene00001008	152	138	182	118	71	79
WBGene00001016	3336	4638	8089	1736	2804	6034
WBGene00001017	5364	8696	13873	1503	3588	8282
WBGene00001018	4260	7207	12606	2900	4942	9968
WBGene00001019	3029	4823	7566	2186	3200	6942
WBGene00001020	1550	2440	4490	868	1928	4440
WBGene00001021	90	123	231	69	57	236
WBGene00001022	568	984	1535	261	662	1517
WBGene00001023	48560	67348	91242	17505	34830	68220
WBGene00001025	818	1113	1496	510	989	2006
WBGene00001026	8870	11106	16618	3575	8177	16489
WBGene00001027	4414	8142	10506	2628	5131	8910
WBGene00001028	1849	2794	5432	1064	2012	4912
WBGene00001029	15216	27126	45288	6454	17393	36775
WBGene00001030	16012	19553	27152	14188	13120	27671
WBGene00001031	4929	4204	7748	5017	2845	7762
WBGene00001032	1818	1505	2392	963	668	1424
WBGene00001033	1035	1289	2691	779	712	2465
WBGene00001034	3050	4420	7517	1567	2713	6608
WBGene00001035	3459	6500	11996	1477	3547	9361
WBGene00001036	2070	2758	6263	1385	1682	4585
WBGene00001037	7413	5231	10688	5853	3794	9518
WBGene00001038	384	421	664	193	203	492
WBGene00001039	167	235	774	289	178	758
WBGene00001040	1905	2707	5209	906	1445	3817
WBGene00001041	6347	11303	16961	5024	6746	12839
WBGene00001042	0	2	12	1	0	1
WBGene00001043	2592	2727	4932	903	1690	3805
WBGene00001044	565	926	1833	399	928	2488
WBGene00001045	1529	2874	4123	1427	2043	3885
WBGene00001046	828	1512	3233	365	886	2053
WBGene00001047	8559	8937	16547	4837	6931	17200
WBGene00001048	1979	3061	6325	1163	1611	4344
WBGene00001049	1919	2066	4668	1563	1940	4915
WBGene00001050	827	1564	3112	604	948	2163
WBGene00001051	9544	18609	25402	9560	11070	20321
WBGene00001052	4	0	0	4	3	105
WBGene00001053	18	20	16	0	4	48
WBGene00001054	0	5	0	0	0	6
WBGene00001055	0	0	10	0	1	6
WBGene00001056	22551	24445	37294	5772	11567	22159
WBGene00001057	2410	3317	5841	1420	2382	5391
WBGene00001058	6469	7398	16076	8820	6591	16967
WBGene00001059	0	0	0	1	2	54
WBGene00001060	2520	3718	5989	426	2347	3823
WBGene00001061	9026	11339	19792	3660	6420	15505
WBGene00001062	0	0	0	0	0	0
WBGene00001063	5	0	0	2	0	1
WBGene00001064	0	5	7	1	5	0
WBGene00001065	0	0	0	0	0	0
WBGene00001066	0	0	0	0	0	0
WBGene00001067	0	6	0	0	0	0
WBGene00001068	0	0	0	0	0	0
WBGene00001069	0	0	0	1	0	2
WBGene00001070	0	0	0	0	0	0
WBGene00001071	0	6	5	0	2	21
WBGene00001072	492	880	1259	305	594	1113
WBGene00001073	6815	9350	11960	5848	6161	12483
WBGene00001074	0	0	0	0	0	0
WBGene00001075	9	29	41	35	10	0
WBGene00001076	41	61	156	43	35	156
WBGene00001077	1845	2600	4383	2088	1603	4477
WBGene00001078	874	1315	1927	432	824	1884
WBGene00001079	1	0	1	1	3	3
WBGene00001080	2266	2516	3761	1198	1854	4047
WBGene00001081	5654	11464	12483	1266	5380	10741
WBGene00001082	2858	2582	3827	1088	1073	2224
WBGene00001085	8109	10289	16956	1706	5997	13653
WBGene00001086	3967	7041	10883	1295	2934	8465
WBGene00001087	902	630	2030	296	252	1202
WBGene00001088	8500	12574	18796	9497	7195	15811
WBGene00001089	2146	2684	3594	1170	1518	3574
WBGene00001090	3231	5024	8418	942	3428	6627
WBGene00001091	0	1	7	0	8	515
WBGene00001092	85	206	415	203	141	376
WBGene00001093	11414	16702	25313	4604	9345	19538
WBGene00001094	16749	23286	37012	17460	16540	32476
WBGene00001095	1528	2481	3510	904	2079	3622
WBGene00001096	0	0	0	0	0	18
WBGene00001099	0	16	38	4	26	102
WBGene00001101	1464	2084	3851	1668	2058	5448
WBGene00001102	9013	12273	20379	5198	7805	16576
WBGene00001103	0	4	5	0	0	0
WBGene00001104	88	169	243	105	69	186
WBGene00001105	22	75	49	50	35	77
WBGene00001106	0	0	0	0	0	0
WBGene00001107	0	0	0	0	0	10
WBGene00001108	0	8	12	0	2	0
WBGene00001109	1	0	0	0	0	0
WBGene00001110	641	753	1211	281	576	1152
WBGene00001111	0	0	0	0	0	0
WBGene00001112	4048	5201	8934	1052	3309	8175
WBGene00001113	3	34	16	0	8	217
WBGene00001115	256	501	805	295	337	750
WBGene00001116	24	35	42	0	14	117
WBGene00001117	0	16	56	0	5	38
WBGene00001118	6	34	47	0	4	92
WBGene00001119	126	163	75	14	113	32
WBGene00001121	444	786	1099	258	403	780
WBGene00001122	31	1	58	0	0	21
WBGene00001123	0	2	1	1	0	35
WBGene00001127	1	51	86	0	30	64
WBGene00001129	4	4	4	0	5	11
WBGene00001130	498	235	725	497	229	709
WBGene00001131	468	729	934	203	316	865
WBGene00001132	52	56	250	34	27	120
WBGene00001133	0	0	0	0	0	15
WBGene00001134	5037	7393	13097	1676	5071	11596
WBGene00001135	2	3	25	1	2	18
WBGene00001136	0	4	10	0	2	16
WBGene00001137	36876	41198	68959	25385	27452	60194
WBGene00001145	388	1207	1480	143	537	1207
WBGene00001147	1	21	10	0	11	4
WBGene00001148	966	538	766	475	296	746
WBGene00001149	12	31	18	2	11	60
WBGene00001150	78	92	104	11	16	63
WBGene00001151	1312	2103	4411	2474	1810	4086
WBGene00001152	328	359	629	219	270	671
WBGene00001153	4319	6947	11911	3960	4531	10215
WBGene00001154	14	11	108	15	12	92
WBGene00001155	4322	5875	12254	3696	3610	8564
WBGene00001156	0	0	0	0	0	0
WBGene00001157	0	10	1	0	1	100
WBGene00001158	0	0	0	0	0	0
WBGene00001159	1	0	17	0	1	25
WBGene00001160	4595	4730	7306	1990	3432	7005
WBGene00001161	4183	6243	10843	2148	3728	7469
WBGene00001162	64	39	187	50	24	98
WBGene00001163	38	36	84	14	27	47
WBGene00001164	0	0	0	0	1	1
WBGene00001165	188	327	425	353	225	463
WBGene00001166	18851	26650	45996	10428	15976	36461
WBGene00001167	56025	64753	121049	44430	43093	106441
WBGene00001168	320045	533257	961894	391464	448128	1006780
WBGene00001169	852	478	1886	1434	261	1776
WBGene00001170	0	9	1	19	0	0
WBGene00001171	3	3	2	0	0	7
WBGene00001172	54	28	51	44	25	265
WBGene00001173	10356	9476	15445	3857	4708	11440
WBGene00001174	6	8	20	0	4	17
WBGene00001175	982	1076	1456	203	644	1229
WBGene00001177	651	977	1797	532	547	2035
WBGene00001178	1805	1750	2856	1190	1461	3136
WBGene00001179	106	267	488	70	152	413
WBGene00001182	0	0	0	0	3	11
WBGene00001184	0	0	0	0	0	17
WBGene00001185	0	0	0	0	0	0
WBGene00001186	2737	2310	3819	1955	1440	3064
WBGene00001187	38	30	40	2	21	165
WBGene00001188	0	1	0	0	0	12
WBGene00001189	24	22	26	45	7	674
WBGene00001190	33	72	97	3	46	126
WBGene00001193	2798	4531	6363	2215	2674	4615
WBGene00001194	4417	5498	8113	2365	3429	8195
WBGene00001196	330	253	397	118	113	314
WBGene00001202	0	0	0	0	0	4
WBGene00001204	2	7	2	1	0	4
WBGene00001207	84	42	238	43	14	69
WBGene00001208	6	33	37	18	15	113
WBGene00001209	16437	17988	31905	10340	12275	24829
WBGene00001210	0	0	0	0	0	88
WBGene00001211	16	0	0	0	0	0
WBGene00001214	8459	12337	20920	3256	8175	16844
WBGene00001215	628	942	3242	565	397	2398
WBGene00001223	0	0	0	0	0	0
WBGene00001224	4346	5344	8118	1704	3224	7551
WBGene00001225	6861	8643	13256	6035	5998	12046
WBGene00001226	15682	17005	31633	7645	10654	25367
WBGene00001227	7117	11529	19076	4535	7155	15575
WBGene00001228	1261	2575	4422	1636	1678	4329
WBGene00001229	5018	6420	11295	6177	5007	10281
WBGene00001230	778	1405	2105	751	935	1579
WBGene00001231	973	2003	3702	820	1196	3306
WBGene00001232	1137	2144	3732	1545	1535	3115
WBGene00001233	4523	5401	11110	6182	3900	8008
WBGene00001234	4267	4542	10159	7140	3028	9039
WBGene00001235	2155	3106	7208	3570	1803	5696
WBGene00001236	203	310	546	218	159	654
WBGene00001237	0	0	0	0	0	0
WBGene00001239	10444	10514	20674	13562	7741	18515
WBGene00001240	545	1034	1326	444	631	1447
WBGene00001241	717	1317	2432	814	767	2648
WBGene00001242	63	244	311	64	148	300
WBGene00001243	330	823	937	158	404	607
WBGene00001244	136	249	610	295	159	410
WBGene00001245	0	1	0	0	0	0
WBGene00001246	0	2	13	26	15	2
WBGene00001247	0	0	5	0	2	8
WBGene00001248	0	0	24	0	1	2
WBGene00001249	409	831	1007	84	450	1206
WBGene00001250	0	23	0	0	0	1
WBGene00001251	0	15	2	0	0	16
WBGene00001252	0	0	0	0	0	1
WBGene00001253	224	183	333	120	121	383
WBGene00001258	4767	5013	12567	1266	3028	9955
WBGene00001259	17056	25650	39989	5750	14669	30894
WBGene00001262	5276	4274	7953	3254	3357	7024
WBGene00001263	0	0	239	1	0	1
WBGene00001281	7843	10719	15422	2633	6169	13049
WBGene00001284	3269	5190	9188	1902	4816	10972
WBGene00001303	7297	13180	23194	13131	8753	19601
WBGene00001309	3008	2095	5338	4917	1459	4875
WBGene00001310	1	6	24	0	4	13
WBGene00001311	1	11	34	0	5	6
WBGene00001320	23432	33724	40514	15902	20620	35742
WBGene00001324	4149	4809	6949	1489	2814	5426
WBGene00001325	4563	5751	9583	1439	3795	8917
WBGene00001328	0	292	39	35	25	62
WBGene00001329	9475	12277	16684	8085	7873	17083
WBGene00001330	1220	1570	1954	532	584	1406
WBGene00001331	3371	5852	6865	1869	3117	5691
WBGene00001332	4613	6109	10110	2272	3913	7651
WBGene00001333	9521	5291	7964	945	949	2000
WBGene00001334	4232	5696	9642	2486	3608	8530
WBGene00001335	1779	2627	4189	951	1200	3289
WBGene00001336	7459	7923	14690	4565	5586	13792
WBGene00001337	1232	1734	3797	758	1761	5232
WBGene00001338	213	315	636	180	204	727
WBGene00001340	4257	6789	12542	2454	4940	11931
WBGene00001345	335	438	1055	314	324	633
WBGene00001352	5041	6835	11314	803	3856	8808
WBGene00001358	397	455	911	465	317	790
WBGene00001362	1	0	0	0	0	0
WBGene00001365	232	254	580	155	109	381
WBGene00001366	77	95	333	52	69	222
WBGene00001368	87	75	133	43	56	121
WBGene00001371	1524	2380	4898	2534	1509	3808
WBGene00001372	3202	4578	8429	2298	2429	5796
WBGene00001373	0	0	2	0	0	0
WBGene00001374	1	0	6	0	0	7
WBGene00001377	99	376	613	104	183	524
WBGene00001385	15	10	173	18	5	385
WBGene00001386	30	17	75	103	9	28
WBGene00001387	1	0	0	0	0	39
WBGene00001388	0	0	0	0	0	3
WBGene00001389	1	4	2	0	0	14
WBGene00001390	0	0	3	0	0	24
WBGene00001391	0	1	0	1	0	20
WBGene00001392	6	0	4	0	1	29
WBGene00001393	13080	16669	28946	11259	13736	27543
WBGene00001394	10	74	49	99	39	186
WBGene00001395	203	282	355	3	207	354
WBGene00001396	4681	5965	8978	1596	3258	6005
WBGene00001397	0	0	0	0	0	63
WBGene00001398	0	0	0	12	0	88
WBGene00001399	13	0	0	0	0	0
WBGene00001400	0	0	6	0	6	0
WBGene00001401	1663	2841	4462	2018	2775	5516
WBGene00001402	293	409	831	1146	1061	1824
WBGene00001403	34	0	6	0	1	24
WBGene00001404	2446	3304	7142	3917	2611	6909
WBGene00001405	3115	3831	7180	2197	2627	6021
WBGene00001406	1307	1969	3344	1736	1429	2663
WBGene00001410	45	39	72	0	23	83
WBGene00001411	2163	3598	5151	1607	2712	5180
WBGene00001412	9311	11127	16879	9057	6480	13481
WBGene00001413	5635	7312	11315	1722	3681	7975
WBGene00001414	0	3	6	0	0	0
WBGene00001423	36578	48457	94141	50013	32059	72984
WBGene00001424	0	0	0	0	0	5
WBGene00001425	1371	1924	3590	2269	1272	3369
WBGene00001426	4900	5981	13313	5090	3912	9502
WBGene00001427	8364	12032	21551	13140	5220	14877
WBGene00001428	10	36	65	3	19	38
WBGene00001429	0	6	0	57	0	1
WBGene00001430	1155	1567	2353	1380	891	1901
WBGene00001431	7921	8722	18615	8909	6780	18499
WBGene00001432	67	133	214	46	81	312
WBGene00001433	275	31	15	8	1	242
WBGene00001434	6	54	11	0	0	0
WBGene00001435	396	526	990	292	381	832
WBGene00001436	250	302	584	114	173	523
WBGene00001437	16	48	73	10	25	126
WBGene00001438	3	1	16	0	7	21
WBGene00001439	887	949	1033	495	600	1410
WBGene00001440	10	3	15	0	0	16
WBGene00001441	72	96	207	34	93	230
WBGene00001442	255	549	984	375	337	647
WBGene00001443	3272	2997	5966	644	1598	3706
WBGene00001444	0	0	0	0	0	304
WBGene00001445	0	0	0	0	0	201
WBGene00001446	0	0	0	0	0	82
WBGene00001447	2	0	0	0	0	71
WBGene00001448	0	0	0	0	0	56
WBGene00001449	0	0	0	0	0	122
WBGene00001450	0	0	0	0	0	145
WBGene00001451	0	0	0	0	0	163
WBGene00001452	0	0	0	0	0	183
WBGene00001453	4	2	5	0	5	15
WBGene00001454	0	0	0	0	0	129
WBGene00001455	9	0	2	0	0	369
WBGene00001456	0	0	0	0	0	134
WBGene00001457	0	0	0	0	0	336
WBGene00001458	0	0	0	0	0	233
WBGene00001459	4	8	14	0	2	139
WBGene00001460	0	1	1	0	0	21
WBGene00001461	0	0	0	1	0	304
WBGene00001462	0	1	0	0	0	73
WBGene00001463	0	0	0	0	0	45
WBGene00001464	3	0	0	0	1	140
WBGene00001465	0	0	0	0	0	5
WBGene00001466	35	67	162	36	46	90
WBGene00001468	0	0	0	0	0	0
WBGene00001470	3989	6009	10228	1200	3623	9030
WBGene00001475	11	41	164	0	19	83
WBGene00001476	0	2	0	1	0	1
WBGene00001477	0	0	0	0	0	0
WBGene00001478	1	5	9	0	6	85
WBGene00001479	32	7	20	0	40	78
WBGene00001480	169	272	536	8	122	224
WBGene00001481	1843	2176	4097	1710	1789	4081
WBGene00001482	2057	2772	5120	1801	2016	4402
WBGene00001483	136	137	195	92	122	111
WBGene00001484	1501	1984	2979	861	1107	2566
WBGene00001485	2492	2910	6166	1428	1723	4937
WBGene00001486	636	1114	2152	781	649	1364
WBGene00001487	0	0	0	0	0	0
WBGene00001488	4730	4780	7734	1393	2894	6080
WBGene00001489	729	1331	1871	137	829	1790
WBGene00001490	112	276	499	119	208	401
WBGene00001491	6170	5880	8955	2212	3506	8452
WBGene00001492	37	16	51	15	3	39
WBGene00001493	4680	5362	7588	1091	2026	4762
WBGene00001494	185	141	248	321	153	216
WBGene00001495	0	0	0	0	0	0
WBGene00001496	1582	1910	3368	794	1234	3092
WBGene00001497	5765	9072	15395	5992	6693	13565
WBGene00001498	4365	6174	10744	3505	4266	9274
WBGene00001499	11602	14679	22813	12674	10283	19794
WBGene00001500	0	0	0	0	0	5
WBGene00001501	17	118	65	17	24	50
WBGene00001502	13178	11827	19886	14140	7660	15052
WBGene00001503	18149	15895	30666	18014	11597	27100
WBGene00001505	0	1	0	0	1	7
WBGene00001506	0	3	0	0	0	0
WBGene00001507	0	3	0	0	0	1
WBGene00001508	0	0	19	0	0	2
WBGene00001509	6311	8939	13075	2274	5809	11725
WBGene00001510	3302	2851	5587	2140	2579	6218
WBGene00001511	21895	30676	45170	12185	20446	35987
WBGene00001512	0	0	3	1	0	3
WBGene00001513	13333	18094	30989	8371	11733	25333
WBGene00001514	8574	8830	18109	7573	6239	17747
WBGene00001515	0	13	84	0	13	13
WBGene00001516	6742	8803	12551	2727	4573	10503
WBGene00001517	0	0	4	0	0	12
WBGene00001518	1	1	20	0	0	57
WBGene00001519	0	5	1	1	0	3
WBGene00001520	2981	4592	7713	3562	3332	7231
WBGene00001522	640	891	1171	256	555	932
WBGene00001523	9	18	5	0	1	0
WBGene00001526	1355	1162	1890	456	770	1862
WBGene00001527	3137	4350	6632	1157	2227	4003
WBGene00001528	0	0	0	0	0	0
WBGene00001529	0	0	0	0	0	0
WBGene00001530	0	0	0	0	0	1
WBGene00001531	0	0	0	0	0	1
WBGene00001532	0	0	0	0	0	0
WBGene00001533	0	0	0	0	0	0
WBGene00001534	0	0	0	0	0	0
WBGene00001535	0	2	1	0	0	2
WBGene00001536	0	1	0	1	0	36
WBGene00001537	19	42	79	0	15	21
WBGene00001538	31	76	214	1	46	75
WBGene00001539	0	3	0	0	0	0
WBGene00001540	0	0	0	0	0	0
WBGene00001541	0	1	0	0	0	0
WBGene00001542	1	0	4	0	0	0
WBGene00001543	16	58	178	40	27	92
WBGene00001544	102	34	94	71	26	166
WBGene00001545	0	0	0	0	0	0
WBGene00001546	0	1	0	0	1	0
WBGene00001547	0	0	0	0	0	0
WBGene00001548	14	32	71	10	26	141
WBGene00001549	0	0	0	0	0	4
WBGene00001550	0	0	0	0	0	0
WBGene00001551	0	0	0	2	0	0
WBGene00001552	0	0	0	0	0	21
WBGene00001553	8	3	39	0	17	51
WBGene00001554	0	0	0	0	0	0
WBGene00001555	20	37	78	9	27	59
WBGene00001556	0	4	2	0	0	0
WBGene00001557	0	0	0	0	0	3
WBGene00001558	22279	22326	35437	18456	14599	35505
WBGene00001559	5	0	0	0	0	3
WBGene00001560	80	16	37	6	19	102
WBGene00001561	4843	3569	9021	2249	2228	8366
WBGene00001562	2393	3030	4793	1856	1885	4244
WBGene00001563	8066	12605	20171	3502	7725	17347
WBGene00001564	0	180	136	14	0	90
WBGene00001565	5762	9950	10872	1344	5852	8838
WBGene00001566	511	1090	1738	855	1623	3212
WBGene00001568	8855	13580	21250	3935	8931	18688
WBGene00001569	10009	12434	20854	4506	7542	16512
WBGene00001570	4	6	67	0	1	1
WBGene00001571	4961	7661	13241	2662	6614	17304
WBGene00001572	0	4	4	0	1	50
WBGene00001574	11027	14974	21276	5832	10551	20622
WBGene00001575	0	0	0	0	0	0
WBGene00001577	518	849	1472	278	592	1325
WBGene00001578	0	0	1	0	0	0
WBGene00001579	4593	5047	8004	2499	2753	6507
WBGene00001580	3388	4154	6495	1822	3128	6990
WBGene00001581	0	0	0	0	0	3
WBGene00001582	15679	20630	28187	4052	10397	22195
WBGene00001583	3023	4631	6581	1517	2844	6090
WBGene00001584	6908	9899	16301	1923	6657	14600
WBGene00001585	1617	2712	5380	1065	1378	3206
WBGene00001586	16	46	127	21	33	77
WBGene00001587	0	0	0	0	7	7
WBGene00001588	0	4	7	0	5	15
WBGene00001589	4606	6732	9674	2218	3735	7911
WBGene00001590	920	1414	2503	606	767	1741
WBGene00001591	0	0	0	0	0	0
WBGene00001592	0	1	0	0	2	0
WBGene00001593	0	0	0	0	0	25
WBGene00001594	0	1	9	1	4	4
WBGene00001595	15006	8668	16284	10358	4946	14229
WBGene00001596	5407	3988	7392	2296	2358	6208
WBGene00001597	22904	28532	46087	11217	17988	36639
WBGene00001598	1589	2453	4876	1981	1742	4608
WBGene00001599	5944	8073	13282	3134	5101	11087
WBGene00001600	3282	3638	6588	1728	2136	5658
WBGene00001601	1772	3502	6633	977	2421	4904
