	CD4_1	CD4_2	CD4_3	CD4_4	CD8_1	CD8_2	CD8_3
ENSMUSG00000002944	226	117	101	106	102	40	33
ENSMUSG00000002948	1080	1262	687	794	1193	950	1217
ENSMUSG00000002949	1090	1156	850	963	1063	809	1282
ENSMUSG00000002957	1704	2120	1389	1349	1805	2205	2266
ENSMUSG00000002963	1301	1459	966	845	1428	1200	1640
ENSMUSG00000002968	926	1107	842	820	821	952	1123
ENSMUSG00000002980	0	6	0	1	19	21	54
ENSMUSG00000002981	3157	3947	2859	3116	3620	2981	3422
ENSMUSG00000002983	1805	2624	1827	2110	1961	1534	2133
ENSMUSG00000002984	1727	2052	1236	1422	1340	1299	1734
ENSMUSG00000002985	372	383	141	318	323	186	194
ENSMUSG00000002992	2	0	0	7	0	0	0
ENSMUSG00000002996	2251	2369	3971	4563	2895	2684	2788
ENSMUSG00000002997	64	99	73	55	15	47	50
ENSMUSG00000003031	289	347	303	313	481	438	468
ENSMUSG00000003032	490	177	430	364	363	387	175
ENSMUSG00000003033	3536	4383	2702	3071	2972	2880	3389
ENSMUSG00000003037	6473	7796	5817	5691	4767	4330	5757
ENSMUSG00000003038	4875	5070	4146	4297	5056	3987	5647
ENSMUSG00000003039	2381	3855	2523	2893	2829	2240	3338
ENSMUSG00000003051	0	9	1	0	0	0	0
ENSMUSG00000003053	0	0	0	0	0	0	0
ENSMUSG00000003062	423	584	446	470	573	518	570
ENSMUSG00000003068	409	544	295	441	800	529	461
ENSMUSG00000003070	2	0	0	0	0	4	7
ENSMUSG00000003072	5047	5654	4280	4204	4742	3812	4508
ENSMUSG00000003099	1375	2028	847	1048	1345	1251	1364
ENSMUSG00000003119	261	269	188	168	434	236	267
ENSMUSG00000003123	202	227	157	227	233	213	229
ENSMUSG00000003131	1227	1683	1264	1347	1462	1367	1528
ENSMUSG00000003134	38	55	16	15	29	19	27
ENSMUSG00000003135	601	875	593	684	624	576	765
ENSMUSG00000003153	1303	1383	850	1116	780	1209	1295
ENSMUSG00000003154	753	1030	778	959	1413	952	1043
ENSMUSG00000003161	4749	5527	4140	4369	4985	3997	5084
ENSMUSG00000003166	1811	2454	1305	1598	1435	1726	2288
ENSMUSG00000003184	1355	1662	531	571	1459	1397	2135
ENSMUSG00000003190	150	201	77	121	142	128	209
ENSMUSG00000003198	447	363	495	394	377	436	431
ENSMUSG00000003199	2843	3571	2468	2131	2390	2486	2839
ENSMUSG00000003200	3827	5377	2312	2893	3880	3959	5616
ENSMUSG00000003206	3	23	0	5	70	47	51
ENSMUSG00000003208	719	736	554	562	559	592	690
ENSMUSG00000003226	1274	1740	862	946	1507	1033	1302
ENSMUSG00000003227	0	0	0	0	0	0	0
ENSMUSG00000003228	11	45	16	13	38	35	61
ENSMUSG00000003233	363	332	165	174	265	272	295
ENSMUSG00000003234	1025	1443	618	618	937	970	1538
ENSMUSG00000003235	1634	2166	1555	1113	1412	1342	1871
ENSMUSG00000003269	1122	883	584	784	1002	957	1171
ENSMUSG00000003271	43	28	42	50	36	25	24
ENSMUSG00000003273	39	70	37	27	21	17	26
ENSMUSG00000003279	2	0	3	4	3	0	0
ENSMUSG00000003282	1	1	5	0	0	2	5
ENSMUSG00000003283	278	213	38	96	107	59	74
ENSMUSG00000003299	2029	2371	1430	1498	1707	1665	1910
ENSMUSG00000003308	1794	2670	1176	1383	1924	1806	2845
ENSMUSG00000003309	57	55	37	14	50	37	77
ENSMUSG00000003316	3007	3894	3255	3358	3165	3158	3400
ENSMUSG00000003341	0	0	0	0	0	2	7
ENSMUSG00000003344	254	321	272	287	606	530	493
ENSMUSG00000003345	777	669	821	1311	2508	3355	2296
ENSMUSG00000003346	2519	3195	2299	2429	2710	2565	2927
ENSMUSG00000003348	5678	9124	3441	4533	5543	5563	7363
ENSMUSG00000003352	38	11	0	0	82	23	29
ENSMUSG00000003354	0	0	0	0	0	0	0
ENSMUSG00000003355	14	19	1	4	11	7	6
ENSMUSG00000003360	293	237	178	245	323	224	269
ENSMUSG00000003363	6444	7469	6463	6349	3981	4152	4575
ENSMUSG00000003378	19	7	1	64	146	90	54
ENSMUSG00000003379	2762	1852	978	1685	1239	799	451
ENSMUSG00000003380	5430	6090	5352	5215	6197	5456	6623
ENSMUSG00000003382	1369	1485	1001	957	1841	1658	1855
ENSMUSG00000003402	1797	2216	1377	1539	1583	1546	1807
ENSMUSG00000003410	0	0	0	0	0	0	1
ENSMUSG00000003411	0	0	0	0	0	0	4
ENSMUSG00000003418	61	54	7	33	988	1176	1218
ENSMUSG00000003420	1031	1684	995	1110	106	76	72
ENSMUSG00000003421	1629	1959	1075	1293	1565	1414	1885
ENSMUSG00000003423	540	663	486	523	575	456	673
ENSMUSG00000003429	18652	16020	19267	14232	16086	12084	15221
ENSMUSG00000003435	5414	6593	4741	4511	5709	5222	5986
ENSMUSG00000003436	0	0	0	0	0	0	0
ENSMUSG00000003437	1401	1352	807	764	1365	1192	1509
ENSMUSG00000003438	1213	1749	964	1201	1113	989	1127
ENSMUSG00000003444	336	344	339	249	364	295	305
ENSMUSG00000003452	2	1	0	12	13	26	25
ENSMUSG00000003458	2045	2765	1381	1474	1852	2100	2550
ENSMUSG00000003464	816	999	615	704	942	783	963
ENSMUSG00000003469	0	1	0	0	0	0	0
ENSMUSG00000003476	0	0	0	0	0	0	0
ENSMUSG00000003477	0	0	1	0	0	0	0
ENSMUSG00000003484	189	138	57	193	99	63	56
ENSMUSG00000003500	2833	3615	2224	2097	2765	2321	3040
ENSMUSG00000003505	0	0	0	0	0	0	0
ENSMUSG00000003518	10	7	6	19	2	5	7
ENSMUSG00000003526	24	56	0	16	78	33	52
ENSMUSG00000003527	849	1372	609	794	923	981	1215
ENSMUSG00000003528	576	734	398	485	674	681	767
ENSMUSG00000003531	151	153	135	122	137	149	190
ENSMUSG00000003534	22	62	38	33	141	150	156
ENSMUSG00000003541	167	167	96	71	41	29	37
ENSMUSG00000003545	1287	316	986	692	495	528	281
ENSMUSG00000003546	513	444	468	372	519	583	630
ENSMUSG00000003549	334	505	294	326	274	290	428
ENSMUSG00000003555	25	6	8	0	1	2	0
ENSMUSG00000003559	325	471	360	280	101	85	144
ENSMUSG00000003573	8	15	18	17	26	24	23
ENSMUSG00000003575	367	223	152	297	344	329	289
ENSMUSG00000003581	467	436	160	241	297	441	645
ENSMUSG00000003585	0	1	0	7	0	3	2
ENSMUSG00000003604	826	575	866	973	944	920	906
ENSMUSG00000003617	0	0	0	6	3	1	1
ENSMUSG00000003623	466	759	447	550	667	587	945
ENSMUSG00000003644	4206	6206	3507	3842	4149	3991	5789
ENSMUSG00000003657	0	0	0	0	0	0	0
ENSMUSG00000003660	3074	5520	2604	2996	3713	2840	2945
ENSMUSG00000003662	514	871	394	492	551	535	760
ENSMUSG00000003665	0	0	0	0	0	0	0
ENSMUSG00000003680	273	353	184	226	271	230	333
ENSMUSG00000003721	135	215	60	146	284	169	236
ENSMUSG00000003731	365	398	161	158	143	199	276
ENSMUSG00000003746	2106	2167	1670	2109	1610	1313	1596
ENSMUSG00000003752	390	406	278	333	197	331	489
ENSMUSG00000003762	425	593	341	357	528	441	524
ENSMUSG00000003778	1961	2116	1071	1080	1495	1652	2380
ENSMUSG00000003779	131	299	81	47	87	73	126
ENSMUSG00000003808	1841	2125	923	1206	1699	1489	2049
ENSMUSG00000003809	637	774	317	287	449	421	624
ENSMUSG00000003810	53	30	49	60	177	226	145
ENSMUSG00000003812	155	167	73	98	137	120	191
ENSMUSG00000003813	1985	2609	1882	1950	1974	1751	2189
ENSMUSG00000003814	7581	8816	7663	8576	9970	7250	8050
ENSMUSG00000003824	117	95	44	48	50	56	63
ENSMUSG00000003847	156	42	99	106	173	153	92
ENSMUSG00000003848	1650	1584	1381	1396	1349	1032	1356
ENSMUSG00000003849	0	0	4	0	17	0	5
ENSMUSG00000003863	0	0	0	0	0	0	0
ENSMUSG00000003865	307	335	339	339	278	232	341
ENSMUSG00000003868	944	1279	642	796	832	668	977
ENSMUSG00000003872	0	2	0	0	1	0	5
ENSMUSG00000003873	2248	2388	1903	1699	2028	1644	2040
ENSMUSG00000003882	4354	5916	2899	3783	4205	3589	6488
ENSMUSG00000003923	1020	1159	1238	1043	1081	782	1116
ENSMUSG00000003929	283	314	211	352	211	215	286
ENSMUSG00000003934	0	0	0	2	5	4	0
ENSMUSG00000003948	490	520	373	351	428	399	515
ENSMUSG00000003949	0	1	9	8	22	9	11
ENSMUSG00000003955	593	575	489	577	509	413	580
ENSMUSG00000003970	17527	17637	16630	16121	14854	10532	11763
ENSMUSG00000003974	0	0	0	0	0	0	0
ENSMUSG00000003992	668	1142	680	675	922	754	1138
ENSMUSG00000004018	144	206	164	150	185	169	238
ENSMUSG00000004031	0	0	0	0	0	0	0
ENSMUSG00000004032	0	0	2	0	12	2	0
ENSMUSG00000004035	0	0	0	0	12	5	2
ENSMUSG00000004038	0	0	0	0	0	0	0
ENSMUSG00000004040	4762	6481	3718	3494	6390	5258	7349
ENSMUSG00000004043	1558	1785	1499	1483	1981	1909	2141
ENSMUSG00000004044	0	0	10	0	1	1	5
ENSMUSG00000004054	1086	1652	805	1132	1029	1116	1637
ENSMUSG00000004056	3216	4041	2982	2838	3167	2840	4067
ENSMUSG00000004069	1037	1575	501	857	1085	1011	1387
ENSMUSG00000004070	1289	1392	1073	1194	1207	957	1240
ENSMUSG00000004071	1039	1272	629	808	826	933	1154
ENSMUSG00000004085	0	6	0	11	5	1	3
ENSMUSG00000004096	1422	1291	1173	1102	1224	903	1147
ENSMUSG00000004098	0	0	0	0	0	1	1
ENSMUSG00000004099	1757	3478	908	1266	2069	1798	2072
ENSMUSG00000004100	2031	2255	945	1420	1539	1484	1734
ENSMUSG00000004105	19	75	37	1	676	344	715
ENSMUSG00000004110	12	11	7	5	2	3	0
ENSMUSG00000004113	0	0	0	0	0	0	0
ENSMUSG00000004127	96	165	98	63	44	68	76
ENSMUSG00000004151	15	3	5	1	0	3	5
ENSMUSG00000004187	171	187	52	37	103	241	181
ENSMUSG00000004207	11411	14873	9836	10294	10263	8308	10879
ENSMUSG00000004221	1092	1375	740	973	880	876	1136
ENSMUSG00000004231	0	0	0	0	0	0	0
ENSMUSG00000004233	208	308	131	171	96	133	158
ENSMUSG00000004263	246	210	245	249	401	280	246
ENSMUSG00000004264	2851	3387	2135	2106	2250	2131	2738
ENSMUSG00000004266	10213	13424	8003	7936	8546	7550	9196
ENSMUSG00000004267	9	19	0	0	13	41	29
ENSMUSG00000004268	3430	4291	2641	2859	3968	2855	4127
ENSMUSG00000004270	790	944	514	707	853	851	1070
ENSMUSG00000004285	3680	3457	3839	3401	3216	2748	2995
ENSMUSG00000004296	0	0	0	0	0	1	0
ENSMUSG00000004317	23	36	6	10	9	5	15
ENSMUSG00000004319	712	908	448	418	567	502	764
ENSMUSG00000004328	0	0	0	0	1	0	1
ENSMUSG00000004341	0	0	0	0	0	0	0
ENSMUSG00000004344	0	0	0	0	0	0	0
ENSMUSG00000004347	0	0	0	0	0	2	3
ENSMUSG00000004356	297	640	316	267	291	214	283
ENSMUSG00000004359	8	30	6	0	26	8	27
ENSMUSG00000004360	0	0	0	0	0	0	0
ENSMUSG00000004364	596	638	633	492	679	588	538
ENSMUSG00000004366	0	0	0	0	0	0	0
ENSMUSG00000004371	0	2	0	0	2	3	0
ENSMUSG00000004383	1	5	16	0	2	11	0
ENSMUSG00000004393	1086	1649	834	811	1036	817	1203
ENSMUSG00000004394	775	1043	676	750	844	790	1073
ENSMUSG00000004415	0	0	0	0	2	0	1
ENSMUSG00000004446	730	1180	556	750	509	366	673
ENSMUSG00000004451	243	241	201	207	267	286	255
ENSMUSG00000004455	6226	7119	5607	5964	6452	6400	7240
ENSMUSG00000004460	1978	2225	1818	1856	2144	1690	2145
ENSMUSG00000004462	338	552	210	226	359	301	531
ENSMUSG00000004473	23	28	37	13	6	19	10
ENSMUSG00000004500	40	30	35	33	58	22	64
ENSMUSG00000004508	12	20	22	0	0	0	0
ENSMUSG00000004530	2115	3174	2351	2152	2332	2480	2853
ENSMUSG00000004535	4749	4908	5691	5709	5033	4432	5665
ENSMUSG00000004540	0	0	0	0	0	0	0
ENSMUSG00000004542	0	0	0	0	0	0	0
ENSMUSG00000004552	257	246	125	138	222	471	446
ENSMUSG00000004558	130	214	54	247	318	391	479
ENSMUSG00000004561	864	975	280	386	822	688	914
ENSMUSG00000004562	7	0	0	0	0	1	0
ENSMUSG00000004565	439	666	329	341	615	479	566
ENSMUSG00000004567	1155	1258	386	641	1226	1015	1417
ENSMUSG00000004568	1873	3271	1350	1366	2039	1994	2204
ENSMUSG00000004591	889	981	796	789	897	901	1014
ENSMUSG00000004609	0	0	0	0	1	6	5
ENSMUSG00000004610	1106	1230	859	830	981	754	973
ENSMUSG00000004612	21044	25764	19134	18126	1307	1975	1601
ENSMUSG00000004626	2317	3242	1891	2077	2454	2329	3136
ENSMUSG00000004630	0	0	0	0	0	0	0
ENSMUSG00000004631	0	0	0	0	0	0	0
ENSMUSG00000004633	51	65	36	20	335	376	436
ENSMUSG00000004637	173	189	90	153	187	148	98
ENSMUSG00000004642	1855	2320	1663	1721	1702	1628	1803
ENSMUSG00000004651	0	0	0	0	1	1	0
ENSMUSG00000004654	0	0	0	0	0	0	0
ENSMUSG00000004655	0	7	5	0	0	0	4
ENSMUSG00000004661	871	1059	291	336	947	759	1021
ENSMUSG00000004665	23734	27023	22423	20847	19428	21258	22992
ENSMUSG00000004667	2292	2756	1806	1671	1857	1913	2224
ENSMUSG00000004668	0	0	0	0	0	0	0
ENSMUSG00000004677	2184	3085	1154	1630	2260	1552	1580
ENSMUSG00000004698	31	12	5	26	11	34	19
ENSMUSG00000004707	4401	6690	3686	4063	4240	3776	4771
ENSMUSG00000004709	42	59	80	43	17	8	26
ENSMUSG00000004730	0	39	16	55	19	21	11
ENSMUSG00000004748	65	67	4	7	20	19	17
ENSMUSG00000004768	122	124	70	48	141	86	141
ENSMUSG00000004771	1310	1341	921	1039	1395	1211	1385
ENSMUSG00000004788	1700	1929	1282	1789	1361	1356	1544
ENSMUSG00000004789	2069	3397	1558	1383	1932	2078	2477
ENSMUSG00000004791	0	0	0	0	0	5	1
ENSMUSG00000004798	456	351	482	528	1046	891	773
ENSMUSG00000004814	3	4	0	3	0	0	13
ENSMUSG00000004815	364	451	116	118	329	358	379
ENSMUSG00000004821	0	0	0	0	0	0	0
ENSMUSG00000004837	4155	5383	3083	4702	4413	4345	5578
ENSMUSG00000004842	1	0	0	0	0	0	0
ENSMUSG00000004843	630	708	699	742	732	555	727
ENSMUSG00000004846	146	259	114	168	129	153	201
ENSMUSG00000004849	750	942	615	557	843	741	958
ENSMUSG00000004864	0	0	0	0	0	0	2
ENSMUSG00000004865	3629	3571	2247	2285	3649	3487	4029
ENSMUSG00000004872	0	0	0	0	0	0	0
ENSMUSG00000004880	7624	9406	6587	6587	7497	7533	8845
ENSMUSG00000004885	6	0	0	2	13	1	1
ENSMUSG00000004891	0	0	0	0	0	0	0
ENSMUSG00000004892	0	0	0	0	0	0	0
ENSMUSG00000004894	0	0	0	0	0	0	0
ENSMUSG00000004895	322	287	238	270	339	198	284
ENSMUSG00000004896	412	557	321	201	418	337	520
ENSMUSG00000004897	881	1261	1104	1082	1169	1438	1163
ENSMUSG00000004902	0	0	0	0	0	0	0
ENSMUSG00000004929	356	468	200	305	230	187	291
ENSMUSG00000004931	537	783	463	560	732	606	890
ENSMUSG00000004933	511	590	232	284	710	712	1026
ENSMUSG00000004934	544	945	374	444	657	640	860
ENSMUSG00000004936	1884	2494	1818	1988	2053	1849	2578
ENSMUSG00000004937	2196	2976	1948	2157	1856	2090	2553
ENSMUSG00000004939	2	1	0	8	6	4	0
ENSMUSG00000004945	193	268	263	242	229	164	225
ENSMUSG00000004947	376	499	342	286	312	328	377
ENSMUSG00000004948	0	0	0	0	0	0	0
ENSMUSG00000004951	8	0	17	26	14	3	10
ENSMUSG00000004952	223	224	93	57	143	115	149
ENSMUSG00000004961	1	10	6	0	0	6	2
ENSMUSG00000004980	12591	14211	13713	13009	14582	12078	14057
ENSMUSG00000004988	3	1	0	0	1	0	3
ENSMUSG00000004994	269	518	172	148	305	216	439
ENSMUSG00000004996	1616	2046	875	1182	1163	1055	1367
ENSMUSG00000005034	3960	4608	3924	4042	3477	3356	3767
ENSMUSG00000005043	436	580	225	296	401	383	446
ENSMUSG00000005045	1	10	0	0	6	4	1
ENSMUSG00000005054	585	476	568	476	545	408	571
ENSMUSG00000005057	11	4	0	7	1	8	1
ENSMUSG00000005069	904	1053	995	1081	1181	1293	1497
ENSMUSG00000005078	385	526	263	312	503	384	528
ENSMUSG00000005087	1172	1306	1232	1006	1321	1566	1441
ENSMUSG00000005089	0	0	0	0	0	3	0
ENSMUSG00000005102	222	315	153	182	344	215	253
ENSMUSG00000005103	11876	15000	10874	11340	10733	11595	13349
ENSMUSG00000005107	42	65	40	32	197	68	83
ENSMUSG00000005124	0	0	0	0	9	12	3
ENSMUSG00000005125	159	435	115	42	247	309	313
ENSMUSG00000005131	17	5	0	0	10	3	3
ENSMUSG00000005142	3097	4005	2146	2251	2732	2512	2806
ENSMUSG00000005148	2	5	3	0	5	0	0
ENSMUSG00000005150	295	383	302	291	410	316	430
ENSMUSG00000005161	1623	2337	1287	1389	2158	1741	1961
ENSMUSG00000005198	1285	1850	1090	1102	1769	1403	1388
ENSMUSG00000005202	0	0	0	0	0	0	0
ENSMUSG00000005204	629	911	607	764	928	624	735
ENSMUSG00000005220	0	0	0	0	3	0	0
ENSMUSG00000005225	23	43	80	70	135	51	86
ENSMUSG00000005232	0	0	0	0	0	0	1
ENSMUSG00000005233	41	124	22	7	46	46	54
ENSMUSG00000005237	0	0	0	0	0	0	0
ENSMUSG00000005251	16	0	50	0	17	8	0
ENSMUSG00000005262	1201	1276	839	756	908	937	1370
ENSMUSG00000005267	380	404	204	151	554	495	705
ENSMUSG00000005268	0	18	0	0	5	5	5
ENSMUSG00000005299	3231	3571	2759	3051	3190	3165	3712
ENSMUSG00000005312	2150	2617	2915	2894	2812	2383	3055
ENSMUSG00000005320	0	0	0	0	0	0	0
ENSMUSG00000005338	0	0	0	0	0	0	0
ENSMUSG00000005339	0	0	0	1	0	4	0
ENSMUSG00000005354	3482	4735	3528	3630	2953	2975	3391
ENSMUSG00000005355	0	0	0	0	0	0	0
ENSMUSG00000005357	0	0	0	0	0	0	0
ENSMUSG00000005360	0	1	0	0	8	4	7
ENSMUSG00000005362	1322	1733	1306	1357	1551	1586	1935
ENSMUSG00000005364	25	12	6	2	11	13	5
ENSMUSG00000005370	923	1753	714	988	1541	1252	1879
ENSMUSG00000005371	272	418	219	358	420	390	384
ENSMUSG00000005373	0	0	0	0	0	0	0
ENSMUSG00000005374	485	562	340	333	359	315	418
ENSMUSG00000005378	1035	1460	854	755	963	854	1189
ENSMUSG00000005397	13	33	32	19	4	8	2
ENSMUSG00000005410	2059	3626	1166	1515	2127	1484	2099
ENSMUSG00000005413	51	189	82	171	140	165	257
ENSMUSG00000005417	436	408	210	280	734	486	502
ENSMUSG00000005442	678	893	484	640	893	685	623
ENSMUSG00000005447	223	168	143	106	117	101	136
ENSMUSG00000005465	7190	9056	4520	4462	6392	5891	7923
ENSMUSG00000005469	142	164	213	290	520	440	418
ENSMUSG00000005470	268	844	236	296	287	281	433
ENSMUSG00000005474	0	2	1	10	10	9	5
ENSMUSG00000005481	3048	4037	2297	2151	2900	2954	3100
ENSMUSG00000005483	4622	4539	4170	4142	5082	4717	4656
ENSMUSG00000005493	0	1	0	0	0	0	0
ENSMUSG00000005501	138	329	80	127	168	250	271
ENSMUSG00000005503	0	0	3	0	0	0	0
ENSMUSG00000005505	787	1025	767	792	769	732	999
ENSMUSG00000005506	1759	2152	1322	1467	1928	1935	2516
ENSMUSG00000005510	1461	1812	1447	1423	1430	1123	1478
ENSMUSG00000005514	1437	1627	1079	1264	1636	1694	2159
ENSMUSG00000005533	111	117	52	154	211	105	160
ENSMUSG00000005534	315	367	226	234	372	412	463
ENSMUSG00000005540	669	404	211	423	218	189	113
ENSMUSG00000005547	0	0	0	0	0	0	0
ENSMUSG00000005553	0	0	0	0	0	0	0
ENSMUSG00000005566	1091	1490	975	1084	1758	1438	1301
ENSMUSG00000005575	134	160	163	204	398	385	267
ENSMUSG00000005580	6	0	10	0	26	4	9
ENSMUSG00000005583	522	297	109	277	173	122	91
ENSMUSG00000005609	1143	1485	664	739	923	905	1257
ENSMUSG00000005610	13707	17071	15029	15114	17358	12061	13830
ENSMUSG00000005611	1	17	1	0	5	3	43
ENSMUSG00000005615	201	165	239	254	280	282	255
ENSMUSG00000005621	2092	2836	2146	2597	2629	2098	2325
ENSMUSG00000005625	3896	4320	3306	3192	3957	3623	4303
ENSMUSG00000005628	30	8	1	0	12	7	8
ENSMUSG00000005640	0	0	0	0	0	6	2
ENSMUSG00000005649	0	0	0	0	0	0	0
ENSMUSG00000005656	986	1604	872	909	1177	841	1319
ENSMUSG00000005667	583	677	350	330	1039	753	1210
ENSMUSG00000005672	25	16	21	19	0	13	5
ENSMUSG00000005674	580	891	402	718	633	616	717
ENSMUSG00000005677	21	12	14	13	18	17	12
ENSMUSG00000005681	0	2	1	0	0	1	1
ENSMUSG00000005682	892	1442	283	324	894	789	1084
ENSMUSG00000005683	3640	4761	2824	3335	3169	3149	3867
ENSMUSG00000005686	151	158	147	125	306	220	327
ENSMUSG00000005687	1652	1882	1287	1351	1781	1216	1788
ENSMUSG00000005696	679	1043	534	677	916	594	1033
ENSMUSG00000005698	1656	1813	1416	1537	2096	1983	2560
ENSMUSG00000005699	177	173	104	126	193	167	167
ENSMUSG00000005705	0	3	0	0	1	0	2
ENSMUSG00000005716	0	0	0	0	0	0	0
ENSMUSG00000005718	22	27	12	7	9	3	12
ENSMUSG00000005732	2025	2115	1846	1716	1577	1131	1532
ENSMUSG00000005763	5739	6444	4874	5856	7755	7052	8690
ENSMUSG00000005774	401	579	240	286	477	312	498
ENSMUSG00000005779	2820	3143	2688	2576	2853	2278	2617
ENSMUSG00000005800	0	6	0	12	0	0	1
ENSMUSG00000005802	200	118	73	153	237	93	111
ENSMUSG00000005803	121	133	136	84	301	289	394
ENSMUSG00000005804	733	939	651	693	789	603	839
ENSMUSG00000005813	407	654	416	478	520	448	741
ENSMUSG00000005823	1362	1704	1075	1180	1773	1391	1812
ENSMUSG00000005824	71	87	52	22	22	37	83
ENSMUSG00000005836	18	1	12	19	0	0	0
ENSMUSG00000005846	3121	3422	3105	3077	3154	2559	3062
ENSMUSG00000005864	0	0	0	0	0	0	0
ENSMUSG00000005871	406	549	298	449	599	655	583
ENSMUSG00000005873	1002	1024	878	769	1156	826	753
ENSMUSG00000005881	1377	1700	1227	1237	1401	1276	1601
ENSMUSG00000005882	734	849	592	686	604	516	753
ENSMUSG00000005883	105	79	0	8	74	55	68
ENSMUSG00000005886	1040	1095	610	767	1382	1242	1267
ENSMUSG00000005891	0	0	0	0	0	0	0
ENSMUSG00000005892	0	0	0	0	0	0	0
ENSMUSG00000005893	312	434	192	466	715	642	588
ENSMUSG00000005897	115	231	74	104	66	113	154
ENSMUSG00000005899	652	821	657	718	488	512	725
ENSMUSG00000005907	221	271	77	129	199	141	231
ENSMUSG00000005917	0	0	0	0	0	0	0
ENSMUSG00000005936	1908	1993	1545	1844	2007	2026	2391
ENSMUSG00000005947	1828	2149	1970	2099	99	153	241
ENSMUSG00000005949	125	312	87	164	193	137	203
ENSMUSG00000005950	0	0	7	13	0	0	2
ENSMUSG00000005951	181	339	135	131	161	132	280
ENSMUSG00000005952	0	0	0	0	0	0	0
ENSMUSG00000005958	0	0	0	0	0	0	0
ENSMUSG00000005968	152	190	119	152	83	102	96
ENSMUSG00000005973	714	1043	452	407	708	585	766
ENSMUSG00000005980	73	123	18	11	108	53	44
ENSMUSG00000005981	1945	3062	1803	1637	1621	1538	1940
ENSMUSG00000005982	1881	2461	1459	1656	1720	1997	2411
ENSMUSG00000005983	83	108	50	64	103	73	93
ENSMUSG00000005986	168	245	95	47	100	128	151
ENSMUSG00000005994	0	0	0	0	1	0	0
ENSMUSG00000006005	4054	4504	3053	3139	4462	3544	4753
ENSMUSG00000006007	0	0	0	0	0	0	0
ENSMUSG00000006010	340	411	296	246	313	261	334
ENSMUSG00000006014	26	6	6	9	77	46	87
ENSMUSG00000006019	882	1053	575	463	677	585	953
ENSMUSG00000006021	552	628	481	462	451	336	533
ENSMUSG00000006024	4194	4667	3116	3515	3693	3477	4214
ENSMUSG00000006050	988	1477	893	887	1059	802	1201
ENSMUSG00000006056	0	0	0	0	0	0	0
ENSMUSG00000006057	3198	2787	3073	2434	2513	2054	2523
ENSMUSG00000006058	768	814	701	693	784	529	628
ENSMUSG00000006095	916	865	820	747	832	706	824
ENSMUSG00000006127	2887	3693	2399	2852	3225	2872	3479
ENSMUSG00000006134	1623	2240	1106	1763	1513	1517	1862
ENSMUSG00000006143	0	0	0	0	0	0	0
ENSMUSG00000006154	308	540	174	126	523	153	494
ENSMUSG00000006169	5272	5709	5322	5594	5014	5640	6230
ENSMUSG00000006179	14	6	14	20	10	48	29
ENSMUSG00000006191	631	629	435	453	531	488	579
ENSMUSG00000006200	0	0	0	0	0	0	0
ENSMUSG00000006204	0	0	0	0	0	0	0
ENSMUSG00000006205	0	5	0	0	5	0	0
ENSMUSG00000006215	884	1375	772	686	1153	1041	1366
ENSMUSG00000006216	0	0	0	0	5	0	0
ENSMUSG00000006218	0	0	0	0	0	0	0
ENSMUSG00000006219	0	6	0	0	0	0	0
ENSMUSG00000006221	0	0	0	0	0	0	0
ENSMUSG00000006235	7	4	4	0	0	7	5
ENSMUSG00000006241	0	0	0	0	0	0	0
ENSMUSG00000006262	101	121	104	104	112	80	88
ENSMUSG00000006269	0	0	0	0	0	0	0
ENSMUSG00000006270	0	0	0	0	0	0	0
ENSMUSG00000006273	1371	1920	1189	1416	1732	1475	1985
ENSMUSG00000006276	819	1208	683	623	1136	713	905
ENSMUSG00000006281	248	314	104	142	404	271	322
ENSMUSG00000006288	1184	1647	725	670	1259	1355	1801
ENSMUSG00000006289	1283	1912	995	1061	1508	1223	1351
ENSMUSG00000006299	4117	4874	3243	3385	4235	4168	4882
ENSMUSG00000006301	45	48	37	51	85	86	97
ENSMUSG00000006304	12688	12686	10276	10466	11929	10216	11545
ENSMUSG00000006307	397	456	167	340	500	409	391
ENSMUSG00000006310	131	134	7	18	152	129	148
ENSMUSG00000006311	0	0	0	0	0	0	0
ENSMUSG00000006313	4	4	6	17	4	7	7
ENSMUSG00000006315	895	847	696	648	786	604	761
ENSMUSG00000006333	18943	18718	17688	15610	15401	10279	13724
ENSMUSG00000006335	232	296	173	169	252	187	253
ENSMUSG00000006342	24	39	36	31	220	148	297
ENSMUSG00000006344	240	281	112	147	746	531	814
ENSMUSG00000006345	1095	1608	904	886	333	279	279
ENSMUSG00000006356	180	70	230	166	121	184	94
ENSMUSG00000006360	3955	2130	4726	2201	2901	3665	3153
ENSMUSG00000006362	38	23	16	4	22	13	8
ENSMUSG00000006369	0	10	12	19	32	26	30
ENSMUSG00000006373	1222	1496	1501	1237	1489	1354	1581
ENSMUSG00000006378	56	97	64	45	194	200	214
ENSMUSG00000006386	0	0	0	1	0	0	0
ENSMUSG00000006389	5	0	0	0	0	0	6
ENSMUSG00000006390	1099	1562	754	1206	979	1157	1360
ENSMUSG00000006392	814	963	676	727	807	720	1037
ENSMUSG00000006395	166	205	69	73	152	112	151
ENSMUSG00000006398	209	432	93	89	142	115	234
ENSMUSG00000006403	0	0	0	0	0	0	5
ENSMUSG00000006411	0	10	17	0	18	3	0
ENSMUSG00000006412	592	549	644	454	466	420	622
ENSMUSG00000006418	5061	8749	4350	4896	6182	5102	9121
